Chip Run Info;\\pnas1.stockage.inra.fr\vdl-isp\Ibir\Fluidigm\2023_03_28_CGitton\ChipRun.bml;1362900136;96.96 (136x);GE 96x96 Fast PCR+Melt v2;ROX;EvaGreen;28/03/2023 18:35;00:30:37;BIOMARKHD434;SamplePlateName: Undefined;SamplePlateBarCode: Undefined;ReagentPlateName: Undefined;ReagentPlateBarCode: Undefined;;;;;;;;;;;
Application Version;4.7.1;;;;;;;;;;;;;;;;;;;;;;;
Application Build;20200930.1707;;;;;;;;;;;;;;;;;;;;;;;
Export Type;Table Results;;;;;;;;;;;;;;;;;;;;;;;
Quality Threshold;0,65;;;;;;;;;;;;;;;;;;;;;;;
Baseline Correction Method;Linear (Derivative);;;;;;;;;;;;;;;;;;;;;;;
Ct Threshold Method;Auto (Global);;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen
Chamber;Sample;Sample;Sample;Sample;EvaGreen;EvaGreen;EvaGreen;Ct;Ct;Ct;Ct;Delta Ct Sample;Delta Ct Sample;Delta Ct Sample;Delta Ct Reagent;Delta Ct Reagent;Delta Ct Reagent;Delta Delta Ct;Delta Delta Ct;Delta Delta Ct;Delta Delta Ct;Tm;Tm;Tm
ID;Name;Type;rConc;Reference;Name;Type;Reference;Value;Quality;Call;Threshold;Value;Quality;Call;Value;Quality;Call;Value;Fold Change;Quality;Call;In Range;Out Range;Peak Ratio
S34-A75;ADNc-326;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;9,057076434;1;Pass;0,015433382;999;0;Flag;1,547402195;1;Pass;999;-1;0;Flag;85,38711046;999;1
S63-A75;ADNc-401;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;14,59473389;1;Pass;0,015433382;999;0;Flag;3,253070836;1;Pass;999;-1;0;Flag;85,31035906;999;1
S33-A75;ADNc-368;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;10,36232841;1;Pass;0,015433382;999;0;Flag;-0,299154131;1;Pass;999;-1;0;Flag;85,35400747;999;1
S62-A75;ADNc-393;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;9,647271348;1;Pass;0,015433382;999;0;Flag;1,954670131;1;Pass;999;-1;0;Flag;85,42300501;999;1
S32-A75;ADNc-356;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;8,70032157;1;Pass;0,015433382;999;0;Flag;2,102713171;1;Pass;999;-1;0;Flag;85,37800702;999;1
S61-A75;ADNc-385;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;13,76812625;1;Pass;0,015433382;999;0;Flag;3,240574743;1;Pass;999;-1;0;Flag;85,34352981;999;1
S31-A75;ADNc-348;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;12,10368695;1;Pass;0,015433382;999;0;Flag;2,377854498;1;Pass;999;-1;0;Flag;85,3253973;999;1
S60-A75;ADNc-ANSES-15;Unknown;1;ADNc-ANSES-2;SPI1;Test;ACTB,GAPDH,PPIA;22,03223513;1;Pass;0,015433382;3,30051505;1;Pass;15,60596991;1;Pass;2,494286203;0,177478208;0,900271744;Pass;85,09120323;999;1
S42-A75;ADNc-341;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;9,859202809;1;Pass;0,015433382;999;0;Flag;1,776207138;1;Pass;999;-1;0;Flag;85,35964586;999;1
S59-A75;ADNc-ANSES-7;Unknown;1;ADNc-ANSES-2;SPI1;Test;ACTB,GAPDH,PPIA;19,38315882;1;Pass;0,015433382;0,651438741;1;Pass;12,04133845;1;Pass;-1,070345263;2,09993586;0,900271744;Pass;85,13516336;999;1
S41-A75;ADNc-415;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;11,6951114;1;Pass;0,015433382;999;0;Flag;1,07091538;1;Pass;999;-1;0;Flag;85,31498903;999;1
S58-A75;ADNc-332;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;10,76753191;1;Pass;0,015433382;999;0;Flag;2,16254392;1;Pass;999;-1;0;Flag;85,11281068;999;1
S40-A75;ADNc-407;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;12,87731983;1;Pass;0,015433382;999;0;Flag;2,626764797;1;Pass;999;-1;0;Flag;85,29037919;999;1
S57-A75;ADNc-370;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;10,8756621;1;Pass;0,015433382;999;0;Flag;3,734808446;0,996906512;Pass;999;-1;0;Flag;85,3298185;999;1
S39-A75;ADNc-399;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;10,75958906;1;Pass;0,015433382;999;0;Flag;1,361549919;1;Pass;999;-1;0;Flag;85,34837937;999;1
S56-A75;ADNc-362;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;9,811752106;1;Pass;0,015433382;999;0;Flag;-0,380267423;1;Pass;999;-1;0;Flag;85,33314989;999;1
S38-A75;ADNc-391;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;10,92958263;1;Pass;0,015433382;999;0;Flag;0,895610542;1;Pass;999;-1;0;Flag;85,36504261;999;1
S55-A75;ADNc-350;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;12,6057121;1;Pass;0,015433382;999;0;Flag;2,692972319;1;Pass;999;-1;0;Flag;85,30553753;999;1
S37-A75;ADNc-383;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;11,75057868;1;Pass;0,015433382;999;0;Flag;2,84518044;1;Pass;999;-1;0;Flag;85,28528042;999;1
S54-A75;ADNc-342;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;7,119949495;1;Pass;0,015433382;999;0;Flag;1,909922382;0,85692299;Pass;999;-1;0;Flag;85,4091505;999;1
S48-A75;ADNc-ANSES-14;Unknown;1;ADNc-ANSES-2;SPI1;Test;ACTB,GAPDH,PPIA;20,13837529;1;Pass;0,015433382;1,406655209;1;Pass;13,98608468;0,951337476;Pass;0,874400972;0,545480311;0,900271744;Pass;84,93903039;999;1
S53-A75;ADNc-416;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;8,850075056;1;Pass;0,015433382;999;0;Flag;2,167502827;0,983740237;Pass;999;-1;0;Flag;85,38812122;999;1
S47-A75;ADNc-ANSES-6;Unknown;1;ADNc-ANSES-1;SPI1;Test;ACTB,GAPDH,PPIA;17,44818525;1;Pass;0,015433382;999;0;Flag;11,56458206;0,804790657;Pass;999;-1;0;Flag;85,21698939;999;1
S52-A75;ADNc-408;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;10,33440493;1;Pass;0,015433382;999;0;Flag;2,064345012;1;Pass;999;-1;0;Flag;85,38057081;999;1
S46-A75;ADNc-327;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;17,28740838;1;Pass;0,015433382;999;0;Flag;5,382490187;1;Pass;999;-1;0;Flag;85,25153827;999;1
S51-A75;ADNc-400;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;14,09043556;1;Pass;0,015433382;999;0;Flag;3,848354143;1;Pass;999;-1;0;Flag;85,33451589;999;1
S45-A75;ADNc-369;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;7,316533941;1;Pass;0,015433382;999;0;Flag;1,924833567;0,875718733;Pass;999;-1;0;Flag;85,57566309;999;1
S50-A75;ADNc-392;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;9,174820562;1;Pass;0,015433382;999;0;Flag;1,86081622;1;Pass;999;-1;0;Flag;85,65349149;999;1
S44-A75;ADNc-357;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;5,055150486;1;Pass;0,015433382;999;0;Flag;1,237187412;0,60175174;Flag;999;-1;0;Flag;85,67254141;999;1
S49-A75;ADNc-384;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;13,43174209;1;Pass;0,015433382;999;0;Flag;3,730164512;1;Pass;999;-1;0;Flag;85,63136525;999;1
S43-A75;ADNc-349;Unknown;1;;SPI1;Test;ACTB,GAPDH,PPIA;8,910630378;1;Pass;0,015433382;999;0;Flag;1,634446362;1;Pass;999;-1;0;Flag;85,73873024;999;1
S96-A65;ADNc-ANSES-18;Unknown;1;ADNc-ANSES-3;STAT1;Test;ACTB,GAPDH,PPIA;12,48068341;1;Pass;0,015433382;0,489535053;1;Pass;6,826537892;0,92858295;Pass;0,503524456;0,705381451;0,855191018;Pass;81,11599319;999;1
S06-A65;ADNc-338;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;11,30866938;1;Pass;0,015433382;999;0;Flag;4,111035352;1;Pass;999;-1;0;Flag;81,01662614;999;1
S95-A65;ADNc-ANSES-10;Unknown;1;ADNc-ANSES-1;STAT1;Test;ACTB,GAPDH,PPIA;12,36538596;0,900234875;Pass;0,015433382;-0,398178797;0,900234875;Pass;6,516593963;0,776069412;Pass;0,01171202;0,99191471;0,776069412;Pass;80,91056591;999;1
S05-A65;ADNc-412;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;12,78388805;1;Pass;0,015433382;999;0;Flag;3,183247155;1;Pass;999;-1;0;Flag;80,86048484;999;1
S94-A65;ADNc-ANSES-2;Reference;1;;STAT1;Test;ACTB,GAPDH,PPIA;12,12357896;0,931645613;Pass;0,015433382;0;0,931645613;Pass;6,503542588;0,900271744;Pass;0;1;0,900271744;Pass;80,89222502;999;1
S04-A65;ADNc-404;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;14,35630682;1;Pass;0,015433382;999;0;Flag;5,064404582;1;Pass;999;-1;0;Flag;80,80304493;999;1
S93-A65;ADNc-314;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;11,8723148;1;Pass;0,015433382;999;0;Flag;3,726578505;1;Pass;999;-1;0;Flag;80,78328639;999;1
S03-A65;ADNc-396;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;12,8967396;1;Pass;0,015433382;999;0;Flag;4,796572286;1;Pass;999;-1;0;Flag;80,73201147;999;1
S92-A65;ADNc-365;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;13,86360325;1;Pass;0,015433382;999;0;Flag;3,927599593;1;Pass;999;-1;0;Flag;80,71084909;999;1
S02-A65;ADNc-388;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;11,96935431;1;Pass;0,015433382;999;0;Flag;3,386316399;1;Pass;999;-1;0;Flag;80,79603785;999;1
S91-A65;ADNc-353;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;9,227477934;1;Pass;0,015433382;999;0;Flag;4,363822539;0,876508807;Pass;999;-1;0;Flag;80,74397353;999;1
S01-A65;ADNc-380;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;13,51033638;1;Pass;0,015433382;999;0;Flag;4,287616937;1;Pass;999;-1;0;Flag;80,72250002;999;1
S90-A65;ADNc-345;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;8,619729232;1;Pass;0,015433382;999;0;Flag;3,854371519;0,84645651;Pass;999;-1;0;Flag;80,74016891;999;1
S12-A65;ADNc-ANSES-11;Unknown;1;ADNc-ANSES-1;STAT1;Test;ACTB,GAPDH,PPIA;12,16641583;0,849253882;Pass;0,015433382;-0,597148927;0,849253882;Pass;5,789275814;0,849253882;Pass;-0,715606129;1,64217301;0,849253882;Pass;80,68989513;999;1
S89-A65;ADNc-419;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;14,35272852;1;Pass;0,015433382;999;0;Flag;4,376456006;1;Pass;999;-1;0;Flag;80,69153919;999;1
S11-A65;ADNc-ANSES-3;Reference;1;;STAT1;Test;ACTB,GAPDH,PPIA;11,99114836;1;Pass;0,015433382;0;1;Pass;6,323013436;0,855191018;Pass;0;1;0,855191018;Pass;80,66871196;999;1
S88-A65;ADNc-411;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;13,4916443;1;Pass;0,015433382;999;0;Flag;2,633322431;1;Pass;999;-1;0;Flag;80,6684169;999;1
S10-A65;ADNc-315;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;13,73681226;1;Pass;0,015433382;999;0;Flag;4,342897718;1;Pass;999;-1;0;Flag;80,63949662;999;1
S87-A65;ADNc-403;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;14,18792578;1;Pass;0,015433382;999;0;Flag;5,350963364;1;Pass;999;-1;0;Flag;80,68786534;999;1
S09-A65;ADNc-366;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;9,701927561;1;Pass;0,015433382;999;0;Flag;5,224225427;0,789819989;Pass;999;-1;0;Flag;80,6759945;999;1
S86-A65;ADNc-395;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;12,63239899;1;Pass;0,015433382;999;0;Flag;3,929195029;1;Pass;999;-1;0;Flag;80,69188591;999;1
S08-A65;ADNc-354;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;12,52224787;1;Pass;0,015433382;999;0;Flag;4,766681103;1;Pass;999;-1;0;Flag;80,64825016;999;1
S85-A65;ADNc-387;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;14,28079334;1;Pass;0,015433382;999;0;Flag;4,784526759;1;Pass;999;-1;0;Flag;80,66655076;999;1
S07-A65;ADNc-346;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;8,141224466;1;Pass;0,015433382;999;0;Flag;2,988798411;0,937986486;Pass;999;-1;0;Flag;80,66739764;999;1
S84-A65;ADNc-ANSES-17;Unknown;1;ADNc-ANSES-3;STAT1;Test;ACTB,GAPDH,PPIA;12,57040965;1;Pass;0,015433382;0,579261291;1;Pass;6,712813668;0,919512481;Pass;0,389800233;0,763235281;0,855191018;Pass;80,64736525;999;1
S18-A65;ADNc-339;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;12,23005408;1;Pass;0,015433382;999;0;Flag;4,677764517;1;Pass;999;-1;0;Flag;80,69072338;999;1
S83-A65;ADNc-ANSES-9;Unknown;1;ADNc-ANSES-2;STAT1;Test;ACTB,GAPDH,PPIA;11,76375501;0,929173434;Pass;0,015433382;-0,359823957;0,929173434;Pass;5,263013499;0,863909981;Pass;-1,240529089;2,362851708;0,863909981;Pass;80,66307424;999;1
S17-A65;ADNc-413;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;11,65382137;1;Pass;0,015433382;999;0;Flag;4,24500501;1;Pass;999;-1;0;Flag;80,6725647;999;1
S82-A65;ADNc-ANSES-1;Reference;1;;STAT1;Test;ACTB,GAPDH,PPIA;12,76356475;1;Pass;0,015433382;0;1;Pass;6,504881943;1;Pass;0;1;1;Pass;80,67281197;999;1
S16-A65;ADNc-405;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;16,99083981;1;Pass;0,015433382;999;0;Flag;6,109058873;1;Pass;999;-1;0;Flag;80,44335963;999;1
S81-A65;ADNc-309;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;18,79373974;1;Pass;0,015433382;999;0;Flag;6,717569614;1;Pass;999;-1;0;Flag;80,36368345;999;1
S15-A65;ADNc-397;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;12,19341288;1;Pass;0,015433382;999;0;Flag;4,179936515;1;Pass;999;-1;0;Flag;80,67714542;999;1
S80-A65;ADNc-364;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;12,84597038;1;Pass;0,015433382;999;0;Flag;5,095715764;1;Pass;999;-1;0;Flag;80,65624125;999;1
S14-A65;ADNc-389;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;15,66768226;1;Pass;0,015433382;999;0;Flag;4,492730985;1;Pass;999;-1;0;Flag;80,70392996;999;1
S79-A65;ADNc-352;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;6,28350026;1;Pass;0,015433382;999;0;Flag;2,669750673;0,533760149;Flag;999;-1;0;Flag;80,73089169;999;1
S13-A65;ADNc-381;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;14,20902067;1;Pass;0,015433382;999;0;Flag;4,607864719;1;Pass;999;-1;0;Flag;80,64402831;999;1
S78-A65;ADNc-344;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;8,724311712;1;Pass;0,015433382;999;0;Flag;3,849633418;0,854505761;Pass;999;-1;0;Flag;80,69370782;999;1
S24-A65;ADNc-ANSES-12;Unknown;1;ADNc-ANSES-1;STAT1;Test;ACTB,GAPDH,PPIA;11,93294458;1;Pass;0,015433382;-0,83062017;1;Pass;6,45190346;0,862559147;Pass;-0,052978484;1,037404465;0,862559147;Pass;80,71771338;999;1
S77-A65;ADNc-418;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;10,41872709;1;Pass;0,015433382;999;0;Flag;3,986733753;0,969165982;Pass;999;-1;0;Flag;80,69688261;999;1
S23-A65;ADNc-ANSES-4;Unknown;1;ADNc-ANSES-1;STAT1;Test;ACTB,GAPDH,PPIA;12,77458773;1;Pass;0,015433382;0,011022972;1;Pass;6,544000617;0,911977672;Pass;0,039118674;0,973249313;0,911977672;Pass;80,6607848;999;1
S76-A65;ADNc-410;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;13,97385783;1;Pass;0,015433382;999;0;Flag;4,672153433;1;Pass;999;-1;0;Flag;80,69944934;999;1
S22-A65;ADNc-321;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;14,51321041;1;Pass;0,015433382;999;0;Flag;4,268731261;1;Pass;999;-1;0;Flag;80,70719192;999;1
S75-A65;ADNc-402;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;14,01054945;1;Pass;0,015433382;999;0;Flag;4,130336998;1;Pass;999;-1;0;Flag;80,69462037;999;1
S21-A65;ADNc-367;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;13,6709522;1;Pass;0,015433382;999;0;Flag;5,491614716;1;Pass;999;-1;0;Flag;80,680471;999;1
S74-A65;ADNc-394;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;13,84931044;1;Pass;0,015433382;999;0;Flag;2,61271195;1;Pass;999;-1;0;Flag;80,74550656;999;1
S20-A65;ADNc-355;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;8,459957284;1;Pass;0,015433382;999;0;Flag;3,50729174;0,843409257;Pass;999;-1;0;Flag;80,71041682;999;1
S73-A65;ADNc-386;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;14,48182518;1;Pass;0,015433382;999;0;Flag;5,825796463;1;Pass;999;-1;0;Flag;80,66199049;999;1
S19-A65;ADNc-347;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;10,17127844;1;Pass;0,015433382;999;0;Flag;4,318923955;1;Pass;999;-1;0;Flag;80,68978499;999;1
S72-A65;ADNc-ANSES-16;Unknown;1;ADNc-ANSES-3;STAT1;Test;ACTB,GAPDH,PPIA;12,20126677;0,949816515;Pass;0,015433382;0,210118418;0,949816515;Pass;6,613016579;0,867540771;Pass;0,290003143;0,817900277;0,855191018;Pass;80,71123801;999;1
S30-A65;ADNc-340;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;12,45577627;1;Pass;0,015433382;999;0;Flag;4,349563607;1;Pass;999;-1;0;Flag;80,68574211;999;1
S71-A65;ADNc-ANSES-8;Unknown;1;ADNc-ANSES-2;STAT1;Test;ACTB,GAPDH,PPIA;12,25971851;0,975186488;Pass;0,015433382;0,136139544;0,931645613;Pass;6,380122446;0,878641357;Pass;-0,123420142;1,089314199;0,878641357;Pass;80,65042133;999;1
S29-A65;ADNc-414;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;12,64876126;1;Pass;0,015433382;999;0;Flag;4,058471511;1;Pass;999;-1;0;Flag;80,71859885;999;1
S70-A65;ADNc-333;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;16,19195327;1;Pass;0,015433382;999;0;Flag;4,347653282;1;Pass;999;-1;0;Flag;80,72441364;999;1
S28-A65;ADNc-406;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;14,73686925;1;Pass;0,015433382;999;0;Flag;5,309859714;1;Pass;999;-1;0;Flag;80,70355446;999;1
S69-A65;ADNc-308;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;16,62704385;1;Pass;0,015433382;999;0;Flag;5,148681627;1;Pass;999;-1;0;Flag;80,68069897;999;1
S27-A65;ADNc-398;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;10,38660335;1;Pass;0,015433382;999;0;Flag;2,706910007;1;Pass;999;-1;0;Flag;80,68347296;999;1
S68-A65;ADNc-363;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;10,05141727;1;Pass;0,015433382;999;0;Flag;4,89238468;0,819856806;Pass;999;-1;0;Flag;80,69270438;999;1
S26-A65;ADNc-390;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;13,46324029;1;Pass;0,015433382;999;0;Flag;3,516457081;1;Pass;999;-1;0;Flag;80,71387939;999;1
S67-A65;ADNc-351;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;10,92564186;1;Pass;0,015433382;999;0;Flag;3,405790619;1;Pass;999;-1;0;Flag;80,71874028;999;1
S25-A65;ADNc-382;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;11,299482;1;Pass;0,015433382;999;0;Flag;3,424375109;1;Pass;999;-1;0;Flag;80,67813092;999;1
S66-A65;ADNc-343;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;8,829502729;1;Pass;0,015433382;999;0;Flag;4,356654779;0,7801451;Pass;999;-1;0;Flag;80,70863795;999;1
S36-A65;ADNc-ANSES-13;Unknown;1;ADNc-ANSES-2;STAT1;Test;ACTB,GAPDH,PPIA;12,59800364;1;Pass;0,015433382;0,474424675;0,931645613;Pass;6,036221719;0,952590644;Pass;-0,467320869;1,382539662;0,900271744;Pass;80,67570103;999;1
S65-A65;ADNc-417;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;12,70761485;1;Pass;0,015433382;999;0;Flag;3,854443118;1;Pass;999;-1;0;Flag;80,67967565;999;1
S35-A65;ADNc-ANSES-5;Unknown;1;ADNc-ANSES-1;STAT1;Test;ACTB,GAPDH,PPIA;12,7668508;1;Pass;0,015433382;0,003286051;1;Pass;6,66422821;0,956779959;Pass;0,159346267;0,895430728;0,956779959;Pass;80,66873068;999;1
S64-A65;ADNc-409;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;14,7326665;1;Pass;0,015433382;999;0;Flag;4,95334899;1;Pass;999;-1;0;Flag;80,71427247;999;1
S34-A65;ADNc-326;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;11,01037959;1;Pass;0,015433382;999;0;Flag;3,500705355;1;Pass;999;-1;0;Flag;80,68764096;999;1
S63-A65;ADNc-401;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;17,19539492;1;Pass;0,015433382;999;0;Flag;5,853731867;1;Pass;999;-1;0;Flag;80,69085828;999;1
S33-A65;ADNc-368;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;14,55835352;1;Pass;0,015433382;999;0;Flag;3,896870977;1;Pass;999;-1;0;Flag;80,63497836;999;1
S62-A65;ADNc-393;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;11,37837997;1;Pass;0,015433382;999;0;Flag;3,68577875;1;Pass;999;-1;0;Flag;80,71172424;999;1
S32-A65;ADNc-356;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;10,96833604;1;Pass;0,015433382;999;0;Flag;4,370727644;1;Pass;999;-1;0;Flag;80,66255043;999;1
S61-A65;ADNc-385;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;15,3559011;1;Pass;0,015433382;999;0;Flag;4,828349594;1;Pass;999;-1;0;Flag;80,66985893;999;1
S31-A65;ADNc-348;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;14,83436783;1;Pass;0,015433382;999;0;Flag;5,108535372;1;Pass;999;-1;0;Flag;80,61775647;999;1
S60-A65;ADNc-ANSES-15;Unknown;1;ADNc-ANSES-2;STAT1;Test;ACTB,GAPDH,PPIA;13,16228067;1;Pass;0,015433382;1,038701706;0,931645613;Pass;6,736015448;1;Pass;0,232472859;0,85117468;0,900271744;Pass;80,65041097;999;1
S42-A65;ADNc-341;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;11,77992569;1;Pass;0,015433382;999;0;Flag;3,696930023;1;Pass;999;-1;0;Flag;80,67620828;999;1
S59-A65;ADNc-ANSES-7;Unknown;1;ADNc-ANSES-2;STAT1;Test;ACTB,GAPDH,PPIA;14,07169018;1;Pass;0,015433382;1,948111213;0,931645613;Pass;6,729869798;1;Pass;0,226327209;0,854808282;0,900271744;Pass;80,60125162;999;1
S41-A65;ADNc-415;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;14,51459061;1;Pass;0,015433382;999;0;Flag;3,890394593;1;Pass;999;-1;0;Flag;80,66824922;999;1
S58-A65;ADNc-332;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;12,8748192;1;Pass;0,015433382;999;0;Flag;4,269831211;1;Pass;999;-1;0;Flag;80,64496628;999;1
S40-A65;ADNc-407;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;15,85814983;1;Pass;0,015433382;999;0;Flag;5,607594798;1;Pass;999;-1;0;Flag;80,65651078;999;1
S57-A65;ADNc-370;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;11,90478368;1;Pass;0,015433382;999;0;Flag;4,76393003;0,996906512;Pass;999;-1;0;Flag;80,65583148;999;1
S39-A65;ADNc-399;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;12,29579539;1;Pass;0,015433382;999;0;Flag;2,897756249;1;Pass;999;-1;0;Flag;80,65172843;999;1
S56-A65;ADNc-362;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;13,73009378;1;Pass;0,015433382;999;0;Flag;3,538074252;1;Pass;999;-1;0;Flag;80,62136695;999;1
S38-A65;ADNc-391;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;13,50856812;1;Pass;0,015433382;999;0;Flag;3,474596032;1;Pass;999;-1;0;Flag;80,70248596;999;1
S55-A65;ADNc-350;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;14,45972601;1;Pass;0,015433382;999;0;Flag;4,546986235;1;Pass;999;-1;0;Flag;80,66094439;999;1
S37-A65;ADNc-383;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;13,54751985;1;Pass;0,015433382;999;0;Flag;4,642121604;1;Pass;999;-1;0;Flag;80,63728395;999;1
S54-A65;ADNc-342;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;9,306697751;1;Pass;0,015433382;999;0;Flag;4,096670639;0,85692299;Pass;999;-1;0;Flag;80,68222717;999;1
S48-A65;ADNc-ANSES-14;Unknown;1;ADNc-ANSES-2;STAT1;Test;ACTB,GAPDH,PPIA;12,65571741;1;Pass;0,015433382;0,532138451;0,931645613;Pass;6,503426802;0,951337476;Pass;-0,000115786;1,00008026;0,900271744;Pass;80,63962457;999;1
S53-A65;ADNc-416;Unknown;1;;STAT1;Test;ACTB,GAPDH,PPIA;10,85888034;1;Pass;0,015433382;999;0;Flag;4,176308108;0,983740237;Pass;999;-1;0;Flag;80,68417258;999;1
